instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,instructionsLoop.ran,participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,fix_onset,tprac,practiceKey.keys,practiceKey.rt,pracitem_chosen_name,acc_practice,P1_onsetPrac,P2_onsetPrac,onsetFeedbPrac,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,P1,P2,Block,LocItem1,LocItem2,NameItem1,NameItem2,key_respAC_prac.keys,key_respAC_prac.corr,key_respAC_prac.rt,AC_acc,Attentions.thisRepN,Attentions.thisTrialN,Attentions.thisN,Attentions.thisIndex,Attentions.ran,Stim,Loc1,Loc2,Loc3,Loc4,CorrAns,keyDisturbed.keys,keyDisturbed.rt,repPractice.thisRepN,repPractice.thisTrialN,repPractice.thisN,repPractice.thisIndex,repPractice.ran
12,0,12,0,1,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,13,0,1,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,14,0,1,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,15,0,1,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,16,0,1,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,17.8214,1,right,1.202535,canary,1,17.84797,17.84797,20.34711,0,0,0,0,1,2,5,1,html/resources/stimuli_practice_decision/04_beetle.jpg,html/resources/stimuli_practice_decision/02_canary.jpg,beetle,canary,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,20.876655,2,left,0.476455,rabbit,1,20.8986,20.8986,23.39765,0,1,1,1,1,4,3,1,html/resources/stimuli_practice_decision/01_rabbit.jpg,html/resources/stimuli_practice_decision/07_sock.jpg,rabbit,sock,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,24.39956,3,left,0.772015,pullover,1,24.416305,24.416305,26.91575,0,2,2,2,1,6,2,1,html/resources/stimuli_practice_decision/06_pullover.jpg,html/resources/stimuli_practice_decision/04_beetle.jpg,pullover,beetle,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,27.43328,4,left,0.66345,glasses,1,27.46757,27.46757,29.967055,0,3,3,3,1,7,1,1,html/resources/stimuli_practice_decision/05_glasses.jpg,html/resources/stimuli_practice_decision/08_handmixer.jpg,glasses,handmixer,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,30.487385,5,left,1.10851,glasses,1,30.50542,30.50542,33.001635,0,4,4,4,1,7,6,1,html/resources/stimuli_practice_decision/05_glasses.jpg,html/resources/stimuli_practice_decision/06_pullover.jpg,glasses,pullover,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,34.003585,6,right,0.973955,glasses,1,34.020485,34.020485,36.5198,0,5,5,5,1,4,7,1,html/resources/stimuli_practice_decision/01_rabbit.jpg,html/resources/stimuli_practice_decision/05_glasses.jpg,rabbit,glasses,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,37.02052,7,right,1.030275,beetle,1,37.055935,37.055935,39.55448,0,6,6,6,1,1,2,1,html/resources/stimuli_practice_decision/08_handmixer.jpg,html/resources/stimuli_practice_decision/04_beetle.jpg,handmixer,beetle,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,40.55787,8,right,0.876985,sock,0,40.59098,40.59098,43.089385,0,7,7,7,1,4,3,1,html/resources/stimuli_practice_decision/01_rabbit.jpg,html/resources/stimuli_practice_decision/07_sock.jpg,rabbit,sock,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,right,0,2.43421,0,0,0,0,0,1,html/resources/sequences_IDs/circle.png,circle ↑,square →,triangle ↓,← star ,up,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,right,0,0.59124,0,0,1,1,3,1,html/resources/sequences_IDs/triangle.png,star ↑,square →,triangle ↓,← circle,down,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,right,0,0.62025,0,0,2,2,1,1,html/resources/sequences_IDs/star.png,square ↑,circle →,star ↓,← triangle,down,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,right,0,0.72395,0,0,3,3,2,1,html/resources/sequences_IDs/square1.png,star ↑,triangle →,circle ↓,← square,left,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.76947,0,0,0,0,1
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,53.10437,9,left,0.80448,pullover,0,53.1315,53.1315,55.62832,0,0,0,0,1,6,7,1,html/resources/stimuli_practice_decision/06_pullover.jpg,html/resources/stimuli_practice_decision/05_glasses.jpg,pullover,glasses,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,56.63021,10,right,0.494085,beetle,0,56.647145,56.647145,59.146575,0,1,1,1,1,6,2,1,html/resources/stimuli_practice_decision/06_pullover.jpg,html/resources/stimuli_practice_decision/04_beetle.jpg,pullover,beetle,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,59.64736,11,right,1.11343,pullover,1,59.681425,59.681425,62.181115,0,2,2,2,1,5,6,1,html/resources/stimuli_practice_decision/02_canary.jpg,html/resources/stimuli_practice_decision/06_pullover.jpg,canary,pullover,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,63.183015,12,right,0.99628,glasses,0,63.21669,63.21669,65.71597,0,3,3,3,1,8,7,1,html/resources/stimuli_practice_decision/03_squirrel.jpg,html/resources/stimuli_practice_decision/05_glasses.jpg,squirrel,glasses,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,66.719395,13,left,0.381265,canary,1,66.736675,66.736675,69.234205,0,4,4,4,1,5,3,1,html/resources/stimuli_practice_decision/02_canary.jpg,html/resources/stimuli_practice_decision/07_sock.jpg,canary,sock,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,69.73577,14,right,0.51605,squirrel,1,69.754455,69.754455,72.252355,0,5,5,5,1,7,8,1,html/resources/stimuli_practice_decision/05_glasses.jpg,html/resources/stimuli_practice_decision/03_squirrel.jpg,glasses,squirrel,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,73.253835,15,left,1.152205,canary,1,73.27078,73.27078,75.770385,0,6,6,6,1,5,4,1,html/resources/stimuli_practice_decision/02_canary.jpg,html/resources/stimuli_practice_decision/01_rabbit.jpg,canary,rabbit,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,76.773745,16,right,0.94661,sock,0,76.7911,76.7911,79.288655,0,7,7,7,1,5,3,1,html/resources/stimuli_practice_decision/02_canary.jpg,html/resources/stimuli_practice_decision/07_sock.jpg,canary,sock,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,right,0,1.66617,0,0,0,0,3,1,html/resources/sequences_IDs/triangle.png,star ↑,square →,triangle ↓,← circle,down,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,right,0,0.54532,0,0,1,1,2,1,html/resources/sequences_IDs/square1.png,star ↑,triangle →,circle ↓,← square,left,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,right,0,0.680875,0,0,2,2,1,1,html/resources/sequences_IDs/star.png,square ↑,circle →,star ↓,← triangle,down,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,right,0,0.524675,0,0,3,3,0,1,html/resources/sequences_IDs/circle.png,circle ↑,square →,triangle ↓,← star ,up,,,,,,,
,,,,,61,2020-07-04_17h20.35.368,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.12073,1,0,1,0,1
