instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,instructionsLoop.ran,participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,fix_onset,tprac,practiceKey.keys,practiceKey.rt,pracitem_chosen_name,acc_practice,P1_onsetPrac,P2_onsetPrac,onsetFeedbPrac,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,P1,P2,Block,LocItem1,LocItem2,NameItem1,NameItem2,key_respAC_prac.keys,key_respAC_prac.corr,key_respAC_prac.rt,AC_acc,Attentions.thisRepN,Attentions.thisTrialN,Attentions.thisN,Attentions.thisIndex,Attentions.ran,Stim,Loc1,Loc2,Loc3,Loc4,CorrAns,keyDisturbed.keys,keyDisturbed.rt,repPractice.thisRepN,repPractice.thisTrialN,repPractice.thisN,repPractice.thisIndex,repPractice.ran,fixcross_onsetMain,trialNumber,key_resp.keys,key_resp.rt,item_chosen_name,item_chosen_value,item_chosen_ID,diff_chosen_minus_reject,acc_real,acc_feedback,P1_onset,P2_onset,feedb_onset,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Trial,ValueP1,ValueP2,P1name,P2name,P1Loc,P2Loc,P1id,P2id,Micro_categoryP1,Macro_categoryP1,Micro_categoryP2,Macro_categoryP2,ID_sequenceP1,ID_sequenceP2,InverseFb,pNumber,repBlocks.thisRepN,repBlocks.thisTrialN,repBlocks.thisN,repBlocks.thisIndex,repBlocks.ran,key_respAC.keys,key_respAC.corr,key_respAC.rt,trials_AC.thisRepN,trials_AC.thisTrialN,trials_AC.thisN,trials_AC.thisIndex,trials_AC.ran,Bonus,BonusLoop.thisRepN,BonusLoop.thisTrialN,BonusLoop.thisN,BonusLoop.thisIndex,BonusLoop.ran,comments
0,0,0,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,1,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,2,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,3,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,4,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,5,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,6,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,7,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,8,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,9,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,10,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,11,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,12,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,13,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,14,0,1,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,652.066545,1,right,1.4074,canary,1,652.122305,652.122305,654.61986,0,0,0,0,1,2,5,1,html/resources/stimuli_practice_decision/04_beetle.jpg,html/resources/stimuli_practice_decision/02_canary.jpg,beetle,canary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,655.20402,2,left,1.43668,rabbit,1,655.23695,655.23695,657.734135,0,1,1,1,1,4,3,1,html/resources/stimuli_practice_decision/01_rabbit.jpg,html/resources/stimuli_practice_decision/07_sock.jpg,rabbit,sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,658.735915,3,right,1.441305,beetle,0,658.754155,658.754155,661.250885,0,2,2,2,1,6,2,1,html/resources/stimuli_practice_decision/06_pullover.jpg,html/resources/stimuli_practice_decision/04_beetle.jpg,pullover,beetle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,661.768465,4,right,1.310775,handmixer,0,661.80311,661.80311,664.302765,0,3,3,3,1,7,1,1,html/resources/stimuli_practice_decision/05_glasses.jpg,html/resources/stimuli_practice_decision/08_handmixer.jpg,glasses,handmixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,664.819685,5,left,1.059485,glasses,1,664.83602,664.83602,667.334645,0,4,4,4,1,7,6,1,html/resources/stimuli_practice_decision/05_glasses.jpg,html/resources/stimuli_practice_decision/06_pullover.jpg,glasses,pullover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,668.33484,6,left,1.380965,rabbit,0,668.3714,668.3714,670.869,0,5,5,5,1,4,7,1,html/resources/stimuli_practice_decision/01_rabbit.jpg,html/resources/stimuli_practice_decision/05_glasses.jpg,rabbit,glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,671.38629,7,left,1.329435,handmixer,0,671.404385,671.404385,673.9004,0,6,6,6,1,1,2,1,html/resources/stimuli_practice_decision/08_handmixer.jpg,html/resources/stimuli_practice_decision/04_beetle.jpg,handmixer,beetle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,674.90911,8,NaN,NaN,No_response,2,674.95502,674.95502,677.444265,0,7,7,7,1,4,3,1,html/resources/stimuli_practice_decision/01_rabbit.jpg,html/resources/stimuli_practice_decision/07_sock.jpg,rabbit,sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,left,1,4.970515,1,0,0,0,2,1,html/resources/sequences_IDs/square1.png,star ↑,triangle →,circle ↓,← square,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,down,1,3.120315,1,0,1,1,3,1,html/resources/sequences_IDs/triangle.png,star ↑,square →,triangle ↓,← circle,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,down,1,2.21939,1,0,2,2,1,1,html/resources/sequences_IDs/star.png,square ↑,circle →,star ↓,← triangle,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,up,1,2.21739,1,0,3,3,0,1,html/resources/sequences_IDs/circle.png,circle ↑,square →,triangle ↓,← star ,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.77174,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,703.9701,9,right,0.84882,glasses,1,703.985655,703.985655,706.48259,0,0,0,0,1,6,7,1,html/resources/stimuli_practice_decision/06_pullover.jpg,html/resources/stimuli_practice_decision/05_glasses.jpg,pullover,glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,707.48377,10,right,1.215,beetle,0,707.51813,707.51813,710.01524,0,1,1,1,1,6,2,1,html/resources/stimuli_practice_decision/06_pullover.jpg,html/resources/stimuli_practice_decision/04_beetle.jpg,pullover,beetle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,710.53268,11,left,1.139595,canary,0,710.568305,710.568305,713.06508,0,2,2,2,1,5,6,1,html/resources/stimuli_practice_decision/02_canary.jpg,html/resources/stimuli_practice_decision/06_pullover.jpg,canary,pullover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,714.066445,12,right,1.04269,glasses,0,714.083635,714.083635,716.58159,0,3,3,3,1,8,7,1,html/resources/stimuli_practice_decision/03_squirrel.jpg,html/resources/stimuli_practice_decision/05_glasses.jpg,squirrel,glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,717.58405,13,left,1.324575,canary,1,717.618125,717.618125,720.115265,0,4,4,4,1,5,3,1,html/resources/stimuli_practice_decision/02_canary.jpg,html/resources/stimuli_practice_decision/07_sock.jpg,canary,sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,720.631955,14,right,1.14198,squirrel,1,720.65097,720.65097,723.148,0,5,5,5,1,7,8,1,html/resources/stimuli_practice_decision/05_glasses.jpg,html/resources/stimuli_practice_decision/03_squirrel.jpg,glasses,squirrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,724.149855,15,right,1.07149,rabbit,0,724.18673,724.18673,726.680995,0,6,6,6,1,5,4,1,html/resources/stimuli_practice_decision/02_canary.jpg,html/resources/stimuli_practice_decision/01_rabbit.jpg,canary,rabbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,727.730285,16,left,1.11815,canary,1,727.750875,727.750875,730.24799,0,7,7,7,1,5,3,1,html/resources/stimuli_practice_decision/02_canary.jpg,html/resources/stimuli_practice_decision/07_sock.jpg,canary,sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,left,1,2.28223,1,0,0,0,2,1,html/resources/sequences_IDs/square1.png,star ↑,triangle →,circle ↓,← square,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,up,1,2.15809,1,0,1,1,0,1,html/resources/sequences_IDs/circle.png,circle ↑,square →,triangle ↓,← star ,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,down,1,2.03038,1,0,2,2,3,1,html/resources/sequences_IDs/triangle.png,star ↑,square →,triangle ↓,← circle,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,down,1,2.04323,1,0,3,3,1,1,html/resources/sequences_IDs/star.png,square ↑,circle →,star ↓,← triangle,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.222365,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.55393,1,right,0.758595,giraffe     ,5,3,4,1,3,1040.58784,1040.58784,1043.084585,0,0,0,0,1,1,1,5,radio       ,giraffe     ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,10,3,4,2,1,1,8,2,0,41,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.7191,2,right,0.975985,clownfish     ,8,4,4,1,3,1043.75199,1043.75199,1046.25044,0,1,1,1,1,2,4,8,seaturtle     ,clownfish     ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/A/04_clownfish.jpg,2,4,2,1,2,1,1,3,0,41,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1046.868595,3,left,1.07012,phone       ,3,9,-3,0,3,1046.885665,1046.885665,1049.383,0,2,2,2,1,3,3,6,phone       ,hat           ,html/resources/sequences_IDs/B/09_phone.jpg,html/resources/sequences_IDs/A/08_hat.jpg,9,8,4,2,3,2,7,6,0,41,,,,,,,,,,,,,,,,,,,,
,,,,,41,2020-07-03_16h23.22.508,retriever_ti,2020.1.3,Linux x86_64,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.001165,4,right,1.190695,hat           ,6,8,2,1,3,1050.019835,1050.019835,1052.51623,0,3,3,3,1,4,4,6,seaturtle     ,hat           ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/A/08_hat.jpg,2,8,2,1,3,2,1,6,0,41,,,,,,,,,,,,,,,,,,,,
