instructionsLoop.thisRepN,instructionsLoop.thisTrialN,instructionsLoop.thisN,instructionsLoop.thisIndex,instructionsLoop.ran,participant,date,expName,psychopyVersion,OS,frameRate,browser,xResolution,yResolution,fix_onset,tprac,practiceKey.keys,practiceKey.rt,pracitem_chosen_name,acc_practice,P1_onsetPrac,P2_onsetPrac,onsetFeedbPrac,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,practiceTrials.ran,P1,P2,Block,LocItem1,LocItem2,NameItem1,NameItem2,key_respAC_prac.keys,key_respAC_prac.corr,key_respAC_prac.rt,AC_acc,Attentions.thisRepN,Attentions.thisTrialN,Attentions.thisN,Attentions.thisIndex,Attentions.ran,Stim,Loc1,Loc2,Loc3,Loc4,CorrAns,keyDisturbed.keys,keyDisturbed.rt,repPractice.thisRepN,repPractice.thisTrialN,repPractice.thisN,repPractice.thisIndex,repPractice.ran,fixcross_onsetMain,trialNumber,key_resp.keys,item_chosen_name,item_chosen_value,item_chosen_ID,diff_chosen_minus_reject,key_resp.rt,acc_real,acc_feedback,P1_onset,P2_onset,feedb_onset,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,Trial,ValueP1,ValueP2,P1name,P2name,P1Loc,P2Loc,P1id,P2id,Micro_categoryP1,Macro_categoryP1,Micro_categoryP2,Macro_categoryP2,ID_sequenceP1,ID_sequenceP2,InverseFb,pNumber,repBlocks.thisRepN,repBlocks.thisTrialN,repBlocks.thisN,repBlocks.thisIndex,repBlocks.ran,key_respAC.keys,key_respAC.corr,key_respAC.rt,trials_AC.thisRepN,trials_AC.thisTrialN,trials_AC.thisN,trials_AC.thisIndex,trials_AC.ran,Bonus,BonusLoop.thisRepN,BonusLoop.thisTrialN,BonusLoop.thisN,BonusLoop.thisIndex,BonusLoop.ran,comments
10,0,10,0,1,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,11,0,1,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,12,0,1,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,13,0,1,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,14,0,1,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,8.1404,1,right,0.90426,canary,1,8.2103,8.2103,10.7117,0,0,0,0,1,2,5,1,html/resources/stimuli_practice_decision/04_beetle.jpg,html/resources/stimuli_practice_decision/02_canary.jpg,beetle,canary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,11.43596,2,left,0.659475,rabbit,1,11.45818,11.45818,13.9456,0,1,1,1,1,4,3,1,html/resources/stimuli_practice_decision/01_rabbit.jpg,html/resources/stimuli_practice_decision/07_sock.jpg,rabbit,sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,14.948565,3,left,0.829285,pullover,1,14.96642,14.96642,17.459975,0,2,2,2,1,6,2,1,html/resources/stimuli_practice_decision/06_pullover.jpg,html/resources/stimuli_practice_decision/04_beetle.jpg,pullover,beetle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,17.96529,4,right,0.910875,handmixer,0,17.9894,17.9894,20.47372,0,3,3,3,1,7,1,1,html/resources/stimuli_practice_decision/05_glasses.jpg,html/resources/stimuli_practice_decision/08_handmixer.jpg,glasses,handmixer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,20.98342,5,right,1.02171,pullover,0,21.020165,21.020165,23.511175,0,4,4,4,1,7,6,1,html/resources/stimuli_practice_decision/05_glasses.jpg,html/resources/stimuli_practice_decision/06_pullover.jpg,glasses,pullover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,24.51647,6,right,0.704565,glasses,1,24.54761,24.54761,27.04538,0,5,5,5,1,4,7,1,html/resources/stimuli_practice_decision/01_rabbit.jpg,html/resources/stimuli_practice_decision/05_glasses.jpg,rabbit,glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,27.564355,7,left,0.765415,handmixer,0,27.599025,27.599025,30.083935,0,6,6,6,1,1,2,1,html/resources/stimuli_practice_decision/08_handmixer.jpg,html/resources/stimuli_practice_decision/04_beetle.jpg,handmixer,beetle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,31.080745,8,left,0.771775,rabbit,1,31.102785,31.102785,33.603485,0,7,7,7,1,4,3,1,html/resources/stimuli_practice_decision/01_rabbit.jpg,html/resources/stimuli_practice_decision/07_sock.jpg,rabbit,sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,down,1,1.96698,1,0,0,0,3,1,html/resources/sequences_IDs/triangle.png,star ↑,square →,triangle ↓,← circle,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,left,1,0.952855,1,0,1,1,2,1,html/resources/sequences_IDs/square1.png,star ↑,triangle →,circle ↓,← square,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,up,1,0.881815,1,0,2,2,0,1,html/resources/sequences_IDs/circle.png,circle ↑,square →,triangle ↓,← star ,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,down,1,1.108035,1,0,3,3,1,1,html/resources/sequences_IDs/star.png,square ↑,circle →,star ↓,← triangle,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.90026,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,43.866655,9,left,0.96014,pullover,0,43.88513,43.88513,46.382155,0,0,0,0,1,6,7,1,html/resources/stimuli_practice_decision/06_pullover.jpg,html/resources/stimuli_practice_decision/05_glasses.jpg,pullover,glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,47.38391,10,left,0.616115,pullover,1,47.417635,47.417635,49.908415,0,1,1,1,1,6,2,1,html/resources/stimuli_practice_decision/06_pullover.jpg,html/resources/stimuli_practice_decision/04_beetle.jpg,pullover,beetle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,50.421215,11,left,0.750945,canary,0,50.46711,50.46711,52.958205,0,2,2,2,1,5,6,1,html/resources/stimuli_practice_decision/02_canary.jpg,html/resources/stimuli_practice_decision/06_pullover.jpg,canary,pullover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,53.9556,12,left,1.16386,squirrel,1,53.99972,53.99972,56.49608,0,3,3,3,1,8,7,1,html/resources/stimuli_practice_decision/03_squirrel.jpg,html/resources/stimuli_practice_decision/05_glasses.jpg,squirrel,glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,57.487565,13,left,0.727755,canary,1,57.525555,57.525555,60.00739,0,4,4,4,1,5,3,1,html/resources/stimuli_practice_decision/02_canary.jpg,html/resources/stimuli_practice_decision/07_sock.jpg,canary,sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,60.52068,14,right,1.23473,squirrel,1,60.54207,60.54207,63.065325,0,5,5,5,1,7,8,1,html/resources/stimuli_practice_decision/05_glasses.jpg,html/resources/stimuli_practice_decision/03_squirrel.jpg,glasses,squirrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,64.07153,15,left,1.012935,canary,1,64.125815,64.125815,66.604925,0,6,6,6,1,5,4,1,html/resources/stimuli_practice_decision/02_canary.jpg,html/resources/stimuli_practice_decision/01_rabbit.jpg,canary,rabbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,67.60497,16,left,0.557265,canary,1,67.62288,67.62288,70.112085,0,7,7,7,1,5,3,1,html/resources/stimuli_practice_decision/02_canary.jpg,html/resources/stimuli_practice_decision/07_sock.jpg,canary,sock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,down,1,1.556195,1,0,0,0,1,1,html/resources/sequences_IDs/star.png,square ↑,circle →,star ↓,← triangle,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,up,1,1.097165,1,0,1,1,0,1,html/resources/sequences_IDs/circle.png,circle ↑,square →,triangle ↓,← star ,up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,down,1,1.23018,1,0,2,2,3,1,html/resources/sequences_IDs/triangle.png,star ↑,square →,triangle ↓,← circle,down,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,left,1,1.18108,1,0,3,3,2,1,html/resources/sequences_IDs/square1.png,star ↑,triangle →,circle ↓,← square,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.504855,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,80.32416,1,NaN,No_response,NaN,NaN,NaN,NaN,2,2,80.577835,80.577835,83.0894,0,0,0,0,1,1,8,5,clownfish     ,giraffe     ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,4,3,2,1,1,1,3,2,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,84.17735,2,left,peacock       ,2,5,1,0.65647,1,1,84.18835,84.18835,86.67365,0,1,1,1,1,2,2,1,peacock       ,radio       ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/10_radio.jpg,5,10,2,1,4,2,4,8,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,87.77318,3,left,giraffe     ,5,3,-2,0.57181,0,3,87.79538,87.79538,90.298975,0,2,2,2,1,3,5,7,giraffe     ,sport_tshirt,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,3,7,1,1,3,2,2,5,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,90.91559,4,left,giraffe     ,5,3,1,0.471555,1,1,90.93333,90.93333,93.43905,0,3,3,3,1,4,5,4,giraffe     ,seaturtle     ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/A/02_seaturtle.jpg,3,2,1,1,2,1,2,1,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,94.530315,5,left,peacock       ,2,5,-4,0.58805,0,3,94.558525,94.558525,97.039385,0,4,4,4,1,5,2,6,peacock       ,hat           ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/A/08_hat.jpg,5,8,2,1,3,2,4,6,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,97.648955,6,left,seaturtle     ,4,2,-3,0.78016,0,3,97.67765,97.67765,100.164575,0,5,5,5,1,6,4,7,seaturtle     ,sport_tshirt,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,2,7,2,1,3,2,1,5,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,100.77847,7,right,giraffe     ,5,3,-2,0.662375,0,3,100.81644,100.81644,103.36528,0,6,6,6,1,7,7,5,sport_tshirt,giraffe     ,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,7,3,3,2,1,1,5,2,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,103.98345,8,left,seaturtle     ,4,2,3,0.54462,1,3,104.01947,104.01947,106.510425,0,7,7,7,1,8,4,1,seaturtle     ,radio       ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/10_radio.jpg,2,10,2,1,4,2,1,8,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,107.12018,9,left,peacock       ,2,5,-1,0.710965,0,0,107.137975,107.137975,109.627435,0,8,8,8,1,9,2,3,peacock       ,phone       ,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/09_phone.jpg,5,9,2,1,4,2,4,7,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,110.728735,10,right,giraffe     ,5,3,4,0.66274,1,3,110.74739,110.74739,113.243195,0,9,9,9,1,10,1,5,radio       ,giraffe     ,html/resources/sequences_IDs/B/10_radio.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,10,3,4,2,1,1,8,2,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,113.854515,11,left,clownfish     ,8,4,2,0.530975,1,3,113.875945,113.875945,116.36223,0,10,10,10,1,11,8,6,clownfish     ,hat           ,html/resources/sequences_IDs/A/04_clownfish.jpg,html/resources/sequences_IDs/A/08_hat.jpg,4,8,2,1,3,2,3,6,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,116.965715,12,left,giraffe     ,5,3,2,0.488025,1,3,117.003105,117.003105,119.49623,0,11,11,11,1,12,5,3,giraffe     ,phone       ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/B/09_phone.jpg,3,9,1,1,4,2,2,7,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,120.098535,13,right,giraffe     ,5,3,1,0.74395,1,1,120.115945,120.115945,122.6135,0,12,12,12,1,13,4,5,seaturtle     ,giraffe     ,html/resources/sequences_IDs/A/02_seaturtle.jpg,html/resources/sequences_IDs/B/03_giraffe.jpg,2,3,2,1,1,1,1,2,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,123.705575,14,left,giraffe     ,5,3,4,0.593425,1,3,123.73975,123.73975,126.236145,0,13,13,13,1,14,5,1,giraffe     ,radio       ,html/resources/sequences_IDs/B/03_giraffe.jpg,html/resources/sequences_IDs/B/10_radio.jpg,3,10,1,1,4,2,2,8,0,61,,,,,,,,,,,,,,,,,,,,
,,,,,61,2020-07-04_17h33.16.335,retriever_ti,2020.1.3,Win32,60,Chrome,1366,768,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,126.856115,15,left,peacock       ,2,5,-5,0.51674,0,3,126.872975,126.872975,129.369525,0,14,14,14,1,15,2,7,peacock       ,sport_tshirt,html/resources/sequences_IDs/A/05_peacock.jpg,html/resources/sequences_IDs/B/07_sport_tshirt.jpg,5,7,2,1,3,2,4,5,0,61,,,,,,,,,,,,,,,,,,,,
